"Date","Price","Open","High","Low","Change %"
"12/23/2016","-0.760","-0.760","-0.760","-0.760","0.00%"
"12/22/2016","-0.760","-0.760","-0.760","-0.760","-16.48%"
"12/21/2016","-0.910","-0.910","-0.910","-0.910","-3.19%"
"12/20/2016","-0.940","-0.940","-0.940","-0.940","2.17%"
"12/19/2016","-0.920","-0.920","-0.920","-0.920","-2.13%"
"12/16/2016","-0.940","-0.940","-0.940","-0.940","4.44%"
"12/15/2016","-0.900","-0.900","-0.900","-0.900","-1.10%"
"12/14/2016","-0.910","-0.910","-0.910","-0.910","-8.08%"
"12/13/2016","-0.990","-0.990","-0.990","-0.990","8.79%"
"12/12/2016","-0.910","-0.910","-0.910","-0.910","2.25%"
"12/09/2016","-0.890","-0.890","-0.890","-0.890","-1.11%"
"12/08/2016","-0.900","-0.900","-0.900","-0.900","-6.25%"
"12/07/2016","-0.960","-0.960","-0.960","-0.960","6.67%"
"12/06/2016","-0.900","-0.900","-0.900","-0.900","-2.17%"
"12/05/2016","-0.920","-0.920","-0.920","-0.920","-5.15%"
"12/03/2016","-0.970","-0.940","-0.910","-0.970","3.19%"
"12/02/2016","-0.940","-0.940","-0.940","-0.940","-1.05%"
"12/01/2016","-0.950","-0.950","-0.950","-0.950","1.06%"
"11/30/2016","-0.940","-0.940","-0.940","-0.940","0.00%"
"11/29/2016","-0.940","-0.940","-0.940","-0.940","5.62%"
"11/28/2016","-0.890","-0.890","-0.890","-0.890","-5.32%"
"11/25/2016","-0.940","-0.940","-0.940","-0.940","6.82%"
"11/24/2016","-0.880","-0.880","-0.880","-0.880","1.15%"
"11/23/2016","-0.870","-0.870","-0.870","-0.870","-3.33%"
"11/22/2016","-0.900","-0.900","-0.900","-0.900","3.45%"
"11/21/2016","-0.870","-0.870","-0.870","-0.870","-1.14%"
"11/19/2016","-0.880","-0.840","-0.840","-0.880","0.00%"
"11/18/2016","-0.880","-0.880","-0.880","-0.880","3.53%"
"11/17/2016","-0.850","-0.850","-0.850","-0.850","-1.16%"
"11/16/2016","-0.860","-0.860","-0.860","-0.860","-3.37%"
"11/15/2016","-0.890","-0.890","-0.890","-0.890","2.30%"
"11/14/2016","-0.870","-0.870","-0.870","-0.870","-3.33%"
"11/12/2016","-0.900","-0.920","-0.900","-0.920","0.00%"
"11/11/2016","-0.900","-0.900","-0.900","-0.900","0.00%"
"11/10/2016","-0.900","-0.900","-0.900","-0.900","0.00%"
"11/09/2016","-0.900","-0.900","-0.900","-0.900","-2.17%"
"11/08/2016","-0.920","-0.920","-0.920","-0.920","0.00%"
"11/07/2016","-0.920","-0.920","-0.920","-0.920","4.55%"
"11/05/2016","-0.880","-0.880","-0.880","-0.920","-4.35%"
"11/04/2016","-0.920","-0.920","-0.920","-0.920","2.22%"
"11/03/2016","-0.900","-0.900","-0.900","-0.900","2.27%"
